study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05467964	SRS1597783	SRX1995312	SRR3994245	1592614	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_05	vt_sup_h58_05_R2.fastq.gz	178023616;173315570	cf0a59f17f0ef0afb81517b9c6950b6f;9e41b09b2251f7872649bf8ba2bd101f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994245/SRR3994245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994245/SRR3994245_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995313	SRR3994246	1566883	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_06	vt_sup_h58_06_R2.fastq.gz	175030494;170178024	6d5baeb0fed8a64d26ed64a6d42de305;cb499b5326cd89a12bdee0e04ddb4a8b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994246/SRR3994246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994246/SRR3994246_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995314	SRR3994247	3428418	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_07	vt_sup_h58_07_R1.fastq.gz	352577852;361338028	09f77341cd8f2c2097ab8d285444212c;cfd00dcf519a188816098c705e478c69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994247/SRR3994247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994247/SRR3994247_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995315	SRR3994248	3420741	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_08	vt_sup_h58_08_R1.fastq.gz	350352897;360056162	c12f83941ee6ae28bf89cde1efe77d38;3a76048d140de54998b5ed0a0f92841b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994248/SRR3994248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994248/SRR3994248_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995316	SRR3994249	3424734	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_09	vt_sup_h58_09_R1.fastq.gz	352758170;362620327	1cdd3d96ad6999b867971832c4c2bd8e;808c08675ae02eb1ffebdf28f31aecd1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994249/SRR3994249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994249/SRR3994249_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995317	SRR3994250	3402665	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_10	vt_sup_h58_10_R2.fastq.gz	358699527;348693323	444f3072cf157631179d8c83e22224c0;30f3a0cc6dcd4be861c8fdaa518d7fa5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994250/SRR3994250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994250/SRR3994250_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995318	SRR3994251	3373228	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_11	vt_sup_h58_11_R2.fastq.gz	355350645;345586722	d9bd9b2a3a0f57ff6f5e7006bdbd6220;02e382394c66bdd7ccf5e4e59d8e5ffa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994251/SRR3994251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994251/SRR3994251_2.fastq.gz
PRJNA335821	SAMN05467964	SRS1597783	SRX1995319	SRR3994252	3391878	Illumina HiSeq 2500 sequencing; vt_sup_h58 Superior Haploid 58 Leaf	vt_sup_h58_12	vt_sup_h58_12_R2.fastq.gz	356315179;345326591	f626505f24b452e0f17550e732fda711;3b35782a41beb8b90535674d70c4cf6d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994252/SRR3994252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994252/SRR3994252_2.fastq.gz
PRJNA335821	SAMN05467953	SRS1597778	SRX1995320	SRR3994253	2980766	Illumina HiSeq 2500 sequencing; vt_sup_h48 Superior Haploid 48 Leaf	vt_sup_h48_10	vt_sup_h48_10_R1.fastq.gz	307764888;310565195	b7c9afb4c53eee3b186b7712c158e433;a266214f169b10ec266d38333d2345e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994253/SRR3994253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994253/SRR3994253_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995321	SRR3994254	1010042	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_01	vt_sup_h59_01_R1.fastq.gz	115789047;108336677	79d26a6c699f8993281496f2ebbd549d;dd6ba39e4b449a12b699681d80fd0794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994254/SRR3994254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994254/SRR3994254_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995322	SRR3994255	1344006	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_02	vt_sup_h59_02_R2.fastq.gz	150308171;144795855	e47a4a0b7fded9ec35d6fa7d02860223;e3e09ebd17d13d3c068b9c3f01e6f2e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994255/SRR3994255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994255/SRR3994255_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995323	SRR3994256	1350501	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_03	vt_sup_h59_03_R1.fastq.gz	146805062;150157512	d3fe45518a342986f6b3a1b3b9a6d980;7d7e98c5f3daab1a2fb9ec3441562c7c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994256/SRR3994256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994256/SRR3994256_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995324	SRR3994257	1360671	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_04	vt_sup_h59_04_R1.fastq.gz	147493047;151419359	7f01fea102d563903d077b207ecae5ed;c89aa8beaa2d111d17208c5fbddac549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994257/SRR3994257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994257/SRR3994257_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995325	SRR3994258	1379877	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_05	vt_sup_h59_05_R2.fastq.gz	153919491;149760565	451922000f7ec8b80e76ee58f5ff23f1;ed681e13d849c509e3ac7b9d67832a0c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994258/SRR3994258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994258/SRR3994258_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995326	SRR3994259	1356303	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_06	vt_sup_h59_06_R2.fastq.gz	151243561;147004430	fdd7e45477549e305a80a9a8a91cce0e;3a1b8c54a1def594c02b18452d309acf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994259/SRR3994259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994259/SRR3994259_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995327	SRR3994260	3008140	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_07	vt_sup_h59_07_R1.fastq.gz	311202161;315085029	a726113981c708928104a21db1dfde2f;3951568c972ccc7abf61ceb500f5f9a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994260/SRR3994260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994260/SRR3994260_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995328	SRR3994261	2997107	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_08	vt_sup_h59_08_R2.fastq.gz	313383578;308693482	5fa7e2cc526681a20d78eb93cd646157;19b709c9fc619ee9f69beb7a493d167c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994261/SRR3994261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994261/SRR3994261_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995329	SRR3994262	3005237	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_09	vt_sup_h59_09_R2.fastq.gz	316056776;311426918	b0f9fc1190c84e50610afd198e6684f3;ab4255a84c606418b3c616ef0029865e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994262/SRR3994262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994262/SRR3994262_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995330	SRR3994263	2984136	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_10	vt_sup_h59_10_R2.fastq.gz	312676510;307671774	d51f64d5f1d3720069be595cb3a4cbdd;fd6acaf4af5cea424503e7fc1dafd73d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994263/SRR3994263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994263/SRR3994263_2.fastq.gz
PRJNA335821	SAMN05467953	SRS1597778	SRX1995331	SRR3994264	2949122	Illumina HiSeq 2500 sequencing; vt_sup_h48 Superior Haploid 48 Leaf	vt_sup_h48_11	vt_sup_h48_11_R2.fastq.gz	306941284;304357658	cc8b3dc77a9e1dfc1bf5a62e21f0bdb0;65c2ce0ebe01260349800f5e642b7826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994264/SRR3994264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994264/SRR3994264_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995332	SRR3994265	2957217	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_11	vt_sup_h59_11_R1.fastq.gz	304968821;309604023	1c728d5fdf763b87eccd345341e81b60;91da74a690caf7fea1679dc62f245d2d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994265/SRR3994265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994265/SRR3994265_2.fastq.gz
PRJNA335821	SAMN05467965	SRS1597784	SRX1995333	SRR3994266	2981550	Illumina HiSeq 2500 sequencing; vt_sup_h59 Superior Haploid 59 Leaf	vt_sup_h59_12	vt_sup_h59_12_R1.fastq.gz	305500830;311494642	4993352bce013ef8d18c9a389463e3ef;1b57fb327c859304fbd9cce1ac7a54ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994266/SRR3994266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994266/SRR3994266_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995334	SRR3994267	920443	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_01	vt_sup_h6_01_R2.fastq.gz	97607173;105231781	141b79a68d8d9806597177c2665b103b;5f6d299893fa1a0307854465ae94ac5f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994267/SRR3994267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994267/SRR3994267_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995335	SRR3994268	1194365	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_02	vt_sup_h6_02_R2.fastq.gz	132173494;128249489	d9635893bf15de7839ddb9ac0fb7e95b;2bfdb3b10ca769222495f1bb10fb0202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994268/SRR3994268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994268/SRR3994268_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995336	SRR3994269	1231702	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_03	vt_sup_h6_03_R2.fastq.gz	135658235;133482609	3baac34248111a1f3c2820db39ea59c5;1bd010360d496133ac8cd8054b58b4d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994269/SRR3994269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994269/SRR3994269_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995337	SRR3994270	1240086	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_04	vt_sup_h6_04_R2.fastq.gz	136681705;134010591	3218b6f5037d195cf1cb080509f20839;c1c4d1e9c61e9b96334c83b06f155048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994270/SRR3994270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994270/SRR3994270_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995338	SRR3994271	1234324	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_05	vt_sup_h6_05_R2.fastq.gz	136345431;133580404	39ed0e78de59efb2b3a49d41f6008057;25a0027506e6cc4cc89a4c6165e3dacb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994271/SRR3994271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994271/SRR3994271_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995339	SRR3994272	1211542	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_06	vt_sup_h6_06_R2.fastq.gz	133819464;130949847	b74a3ac6ba39bbd43e03ea81794ee32a;f9904959d327acb42360b1136e16f66b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994272/SRR3994272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994272/SRR3994272_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995340	SRR3994273	2720372	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_07	vt_sup_h6_07_R1.fastq.gz	276041379;280408944	8e2ea0540817fcf70d0ca7393eb2aade;8985ac5453f65b72dd8b14599f2f4710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994273/SRR3994273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994273/SRR3994273_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995341	SRR3994274	2715243	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_08	vt_sup_h6_08_R2.fastq.gz	279419296;274515172	23e373bd946cb20f9031968c14a4131a;39db6f87b680f300c401560d1aef40f6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994274/SRR3994274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994274/SRR3994274_2.fastq.gz
PRJNA335821	SAMN05467953	SRS1597778	SRX1995342	SRR3994275	2975169	Illumina HiSeq 2500 sequencing; vt_sup_h48 Superior Haploid 48 Leaf	vt_sup_h48_12	vt_sup_h48_12_R1.fastq.gz	305257922;309152119	a9855cf62c3971c60e64aaa246f69f66;0548ab9687ef2b1286845c35e3aa9108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994275/SRR3994275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994275/SRR3994275_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995343	SRR3994276	2722533	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_09	vt_sup_h6_09_R2.fastq.gz	281799344;276821344	fb93c0fa46423a295d17cc8a0984eb4a;0d88c76bebbe12cdbdbf422b731e4676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994276/SRR3994276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994276/SRR3994276_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995344	SRR3994277	2702137	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_10	vt_sup_h6_10_R1.fastq.gz	273403841;278537166	9871e228bf08d0b4dd9d7483b9acf3b7;dc020891805d77a649b2f7b35e8226a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994277/SRR3994277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994277/SRR3994277_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995345	SRR3994278	2678863	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_11	vt_sup_h6_11_R2.fastq.gz	275952852;270923313	145c8ef0fe9a5f05f818da3dd1b59710;cbeb1578907319a735e604964055414e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994278/SRR3994278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994278/SRR3994278_2.fastq.gz
PRJNA335821	SAMN05467966	SRS1597785	SRX1995346	SRR3994279	2693460	Illumina HiSeq 2500 sequencing; vt_sup_h6 Superior Haploid 6 Leaf	vt_sup_h6_12	vt_sup_h6_12_R1.fastq.gz	270836080;276925832	b9f62d10f569fb20eabb06a6ca3bff26;4d028cb51c6ef7854f78633933ccbcb9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994279/SRR3994279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994279/SRR3994279_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995347	SRR3994280	1070291	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_01	vt_sup_h60_01_R1.fastq.gz	123122234;115048707	4a101bece0069f64b14f4d0d959b87fd;fd7082c9602ff6a00f7f3d75cdeca5d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994280/SRR3994280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994280/SRR3994280_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995349	SRR3994282	1422606	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_02	vt_sup_h60_02_R1.fastq.gz	153388041;159226687	342f22a7a954926053c89d5d3344e0a4;ef1c26423ce0d1bf58725e89593fc387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994282/SRR3994282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994282/SRR3994282_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995350	SRR3994283	1445115	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_03	vt_sup_h60_03_R1.fastq.gz	157089641;160836823	3cac5495382cbce78c17cb4c542c7b3a;c892b069cd1631a4ab7413a0fce37640	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994283/SRR3994283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994283/SRR3994283_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995351	SRR3994284	1454306	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_04	vt_sup_h60_04_R2.fastq.gz	162079779;157726547	06dced646db163217c9882913ea36609;177efaab159949d69e9e18fd2f4c15ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994284/SRR3994284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994284/SRR3994284_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995352	SRR3994285	1464728	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_05	vt_sup_h60_05_R1.fastq.gz	159060419;163502803	663e7decfa119912b88227c77b731ba9;b6a2b83de6b636cd7bf1db610314161c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994285/SRR3994285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994285/SRR3994285_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995353	SRR3994286	1430298	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_06	vt_sup_h60_06_R2.fastq.gz	159691784;155144709	bf3d7cf53ee6450bbb42cd115dc3e4af;a837d83f282b860e5db5abe92c31382d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994286/SRR3994286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994286/SRR3994286_2.fastq.gz
PRJNA335821	SAMN05467954	SRS1597788	SRX1995354	SRR3994287	1513728	Illumina HiSeq 2500 sequencing; vt_sup_h49 Superior Haploid 49 Leaf	vt_sup_h49_01	vt_sup_h49_01_R1.fastq.gz	174360854;160990292	67b6e1d8add96ff337f2adbb95c8a66c;6e6617d3e9c9f2961c7436e470f96cf8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994287/SRR3994287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994287/SRR3994287_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995355	SRR3994288	3190778	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_07	vt_sup_h60_07_R2.fastq.gz	334425342;328615046	2abc9730aa15a719736acc9feae8170b;e6242e113f8aab7fde3b4d7455a6556b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994288/SRR3994288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994288/SRR3994288_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995356	SRR3994289	3182959	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_08	vt_sup_h60_08_R1.fastq.gz	326170285;332790699	062167dd77b33cfd5ed7007521e32668;d45c079998b14d1d36b072efe7a73222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994289/SRR3994289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994289/SRR3994289_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995357	SRR3994290	3191488	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_09	vt_sup_h60_09_R2.fastq.gz	335755660;328991042	9f82eeaeedde3d3ae05b6ab8f1e5e772;b4f40a2ad2a8c9759f4f9404ca1f5097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994290/SRR3994290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994290/SRR3994290_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995358	SRR3994291	3166446	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_10	vt_sup_h60_10_R1.fastq.gz	324872259;331862768	93ed9c03d30d701728c0cae15df8f502;d04b12ea7cc273890be07c4f28a4cc92	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994291/SRR3994291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994291/SRR3994291_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995359	SRR3994292	3131185	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_11	vt_sup_h60_11_R1.fastq.gz	321133655;327798416	018bc5f58017d5923b25492011a06e24;7ecebe03e5fd5e0f78298bf22b319485	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994292/SRR3994292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994292/SRR3994292_2.fastq.gz
PRJNA335821	SAMN05467967	SRS1597786	SRX1995360	SRR3994293	3158236	Illumina HiSeq 2500 sequencing; vt_sup_h60 Superior Haploid 60 Leaf	vt_sup_h60_12	vt_sup_h60_12_R1.fastq.gz	322029606;329995063	bc083505033fffaa698750d5058ecc3e;f9c108fb4e3805884f5b023795d28800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994293/SRR3994293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994293/SRR3994293_2.fastq.gz
PRJNA335821	SAMN05467968	SRS1597789	SRX1995361	SRR3994294	1185755	Illumina HiSeq 2500 sequencing; vt_sup_h61 Superior Haploid 61 Leaf	vt_sup_h61_01	vt_sup_h61_01_R1.fastq.gz	135665896;126232283	7d7f89945e811dbe260104cd14cc400f;e74e1d36d940a1ccfd7a92ad553da79d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994294/SRR3994294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994294/SRR3994294_2.fastq.gz
PRJNA335821	SAMN05467968	SRS1597789	SRX1995362	SRR3994295	1553054	Illumina HiSeq 2500 sequencing; vt_sup_h61 Superior Haploid 61 Leaf	vt_sup_h61_02	vt_sup_h61_02_R2.fastq.gz	172745629;167086568	1ab7ccd427319ba3c4e6c748085743f1;8ce8b19140f62194abb213f0c115cb1f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994295/SRR3994295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994295/SRR3994295_2.fastq.gz
